INSEE,Codepos,Commune,Departement
21273,21410,FLEUREY SUR OUCHE,COTE D'OR
21274,21230,FOISSY,COTE D'OR
21275,21260,FONCEGRIVE,COTE D'OR
21276,21450,FONTAINES EN DUESMOIS,COTE D'OR
21277,21610,FONTAINE FRANCAISE,COTE D'OR
21278,21121,FONTAINES LES DIJON,COTE D'OR
21279,21330,FONTAINES LES SECHES,COTE D'OR
21280,21390,FONTANGY,COTE D'OR
21281,21610,FONTENELLE,COTE D'OR
21282,21460,FORLEANS,COTE D'OR
21283,21580,FRAIGNOT ET VESVROTTE,COTE D'OR
21284,21440,FRANCHEVILLE,COTE D'OR
21285,21170,FRANXAULT,COTE D'OR
21286,21120,FRENOIS,COTE D'OR
21287,21500,FRESNES,COTE D'OR
21288,21150,FROLOIS,COTE D'OR
21289,21700,FUSSEY,COTE D'OR
21290,21120,GEMEAUX,COTE D'OR
21291,21140,GENAY,COTE D'OR
21292,21110,GENLIS,COTE D'OR
21293,21410,GERGUEIL,COTE D'OR
21294,21700,GERLAND,COTE D'OR
21295,21220,GEVREY CHAMBERTIN,COTE D'OR
21296,21520,GEVROLLES,COTE D'OR
21297,21640,GILLY LES CITEAUX,COTE D'OR
21298,21350,GISSEY LE VIEIL,COTE D'OR
21299,21150,GISSEY SOUS FLAVIGNY,COTE D'OR
21300,21410,GISSEY SUR OUCHE,COTE D'OR
21301,21250,GLANON,COTE D'OR
21302,21400,GOMMEVILLE,COTE D'OR
21303,21520,LES GOULLES,COTE D'OR
21304,21580,GRANCEY LE CHATEAU NEUVEL,COTE D'OR
21305,21570,GRANCEY SUR OURCE,COTE D'OR
21306,21540,GRENAND LES SOMBERNON,COTE D'OR
21307,21150,GRESIGNY STE REINE,COTE D'OR
21308,21150,GRIGNON,COTE D'OR
21309,21330,GRISELLES,COTE D'OR
21310,21540,GROSBOIS EN MONTAGNE,COTE D'OR
21311,21250,GROSBOIS LES TICHEY,COTE D'OR
21312,21290,GURGY LA VILLE,COTE D'OR
21313,21290,GURGYLE CHATEAU,COTE D'OR
21314,21150,HAUTEROCHE,COTE D'OR
21315,21121,HAUTEVILLE LES DIJON,COTE D'OR
21316,21270,HEUILLEY SUR SAONE,COTE D'OR
21317,21120,IS SUR TILLE,COTE D'OR
21318,21340,IVRY EN MONTAGNE,COTE D'OR
21319,21110,IZEURE,COTE D'OR
21320,21110,IZIER,COTE D'OR
21321,21150,JAILLY LES MOULINS,COTE D'OR
21322,21250,JALLANGES,COTE D'OR
21323,21310,JANCIGNY,COTE D'OR
21324,21460,JEUX LES BARD,COTE D'OR
21325,21230,JOUEY,COTE D'OR
21326,21450,JOURS LES BAIGNEUX,COTE D'OR
21327,21340,JOURS EN VAUX,COTE D'OR
21328,21210,JUILLENAY,COTE D'OR
21329,21140,JUILLY,COTE D'OR
21330,21110,LABERGEMENT FOIGNEY,COTE D'OR
21331,21130,LABERGEMENT LES AUXONNE,COTE D'OR
21332,21820,LABERGEMENT LES SEURRE,COTE D'OR
21333,21250,LABRUYERE,COTE D'OR
21334,21230,LACANCHE,COTE D'OR
21335,21210,LACOUR D ARCENAY,COTE D'OR
21336,21330,LAIGNES,COTE D'OR
21337,21760,LAMARCHE SUR SAONE,COTE D'OR
21338,21440,LAMARGELLE,COTE D'OR
21339,21370,LANTENAY,COTE D'OR
21340,21250,LANTHES,COTE D'OR
21341,21140,LANTILLY,COTE D'OR
21342,21170,LAPERRIERE SUR SAONE,COTE D'OR
21343,21330,LARREY,COTE D'OR
21344,21250,LECHATELET,COTE D'OR
21345,21440,LERY,COTE D'OR
21346,21290,LEUGLAY,COTE D'OR
21347,21200,LEVERNOIS,COTE D'OR
21348,21610,LICEY SUR VINGEANNE,COTE D'OR
21349,21430,LIERNAIS,COTE D'OR
21350,21520,LIGNEROLLES,COTE D'OR
21351,21110,LONGCHAMP,COTE D'OR
21352,21110,LONGEAULT,COTE D'OR
21353,21110,LONGECOURT EN PLAINE,COTE D'OR
21354,21230,LONGECOURT LES CULETRE,COTE D'OR
21355,21600,LONGVIC,COTE D'OR
21356,21170,LOSNE,COTE D'OR
21357,21520,LOUESME,COTE D'OR
21358,21150,LUCENAY LE DUC,COTE D'OR
21359,21290,LUCEY,COTE D'OR
21360,21360,LUSIGNY SUR OUCHE,COTE D'OR
21361,21120,LUX,COTE D'OR
21362,21320,MACONGE,COTE D'OR
21363,21230,MAGNIEN,COTE D'OR
21364,21450,MAGNY LAMBERT,COTE D'OR
21365,21140,MAGNY LA VILLE,COTE D'OR
21366,21170,MAGNY LES AUBIGNY,COTE D'OR
21367,21130,MAGNY MONTARLOT,COTE D'OR
21368,21700,MAGNY LES VILLERS,COTE D'OR
21369,21310,MAGNY ST MEDARD,COTE D'OR
21370,21110,MAGNY SUR TILLE,COTE D'OR
21371,21130,LES MAILLYS,COTE D'OR
21372,21400,MAISEY LE DUC,COTE D'OR
21373,21410,MALAIN,COTE D'OR
21374,21230,MALIGNY,COTE D'OR
21375,21430,MANLAY,COTE D'OR
21376,21270,MARANDEUIL,COTE D'OR
21377,21350,MARCELLOIS,COTE D'OR
21378,21330,MARCENAY,COTE D'OR
21379,21430,MARCHESEUIL,COTE D'OR
21380,21390,MARCIGNY SOUS THIL,COTE D'OR
21381,21350,MARCILLY LES VITTEAUX,COTE D'OR
21382,21320,MARCILLY OGNY,COTE D'OR
21383,21120,MARCILLY SUR TILLE,COTE D'OR
21384,21700,MAREY LES FUSSEY,COTE D'OR
21385,21120,MAREY SUR TILLE,COTE D'OR
21386,21150,MARIGNY LE CAHOUET,COTE D'OR
21387,21200,MARIGNY LES REULLEE,COTE D'OR
21388,21110,MARLIENS,COTE D'OR
21389,21500,MARMAGNE,COTE D'OR
21390,21160,MARSANNAY LA COTE,COTE D'OR
21391,21380,MARSANNAY LE BOIS,COTE D'OR
21392,21320,MARTROIS,COTE D'OR
21393,21400,MASSINGY,COTE D'OR
21394,21140,MASSINGY LES SEMUR,COTE D'OR
21395,21350,MASSINGY LES VITTEAUX,COTE D'OR
21396,21510,MAUVILLY,COTE D'OR
21397,21190,MAVILLY MANDELOT,COTE D'OR
21398,21270,MAXILLY SUR SAONE,COTE D'OR
21399,21320,MEILLY SUR ROUVRES,COTE D'OR
21400,21580,LE MEIX,COTE D'OR
21401,21190,MELOISEY,COTE D'OR
21402,21290,MENESBLE,COTE D'OR
21403,21430,MENESSAIRE,COTE D'OR
21404,21150,MENETREUX LE PITOIS,COTE D'OR
21405,21190,MERCEUIL,COTE D'OR
21406,21540,MESMONT,COTE D'OR
21407,21220,MESSANGES,COTE D'OR
21408,21380,MESSIGNY ET VANTOUX,COTE D'OR
21409,21700,MEUILLEY,COTE D'OR
21410,21510,MEULSON,COTE D'OR
21411,21200,MEURSANGES,COTE D'OR
21412,21190,MEURSAULT,COTE D'OR
21413,21140,MILLERY,COTE D'OR
21414,21230,MIMEURE,COTE D'OR
21415,21510,MINOT,COTE D'OR
21416,21310,MIREBEAU SUR BEZE,COTE D'OR
21417,21210,MISSERY,COTE D'OR
21418,21510,MOITRON,COTE D'OR
21419,21330,MOLESMES,COTE D'OR
21420,21340,MOLINOT,COTE D'OR
21421,21120,MOLOY,COTE D'OR
21422,21210,MOLPHEY,COTE D'OR
21423,21200,MONTAGNY LES BEAUNE,COTE D'OR
21424,21250,MONTAGNY LES SEURRE,COTE D'OR
21425,21500,MONTBARD,COTE D'OR
21426,21460,MONTBERTHAULT,COTE D'OR
21427,21360,MONTCEAU ET ECHARNANT,COTE D'OR
21428,21190,MONTHELIE,COTE D'OR
21429,21500,MONTIGNY MONTFORT,COTE D'OR
21430,21390,MONTIGNY ST BARTHELEMY,COTE D'OR
21431,21140,MONTIGNY SUR ARMANCON,COTE D'OR
21432,21520,MONTIGNY SUR AUBE,COTE D'OR
21433,21610,MONTIGNY MORNAY VILLENEUV,COTE D'OR
21434,21210,MONTLAY EN AUXOIS,COTE D'OR
21435,21400,MONTLIOT ET COURCELLES,COTE D'OR
21436,21250,MONTMAIN,COTE D'OR
21437,21270,MONTMANCON,COTE D'OR
21438,21290,MONTMOYEN,COTE D'OR
21439,21540,MONTOILLOT,COTE D'OR
21440,21170,MONTOT,COTE D'OR
21441,21320,MONT ST JEAN,COTE D'OR
21442,21220,MOREY ST DENIS,COTE D'OR
21443,21610,MORNAY,COTE D'OR
21444,21400,MOSSON,COTE D'OR
21445,21210,LA MOTTE TERNANT,COTE D'OR
21446,21500,MOUTIERS ST JEAN,COTE D'OR
21447,21230,MUSIGNY,COTE D'OR
21448,21150,MUSSY LA FOSSE,COTE D'OR
21449,21390,NAN SOUS THIL,COTE D'OR
21450,21190,NANTOUX,COTE D'OR
21451,21330,NESLE ET MASSOULT,COTE D'OR
21452,21800,NEUILLY LES DIJON,COTE D'OR
21453,21580,NEUVELLE LES GRANCEY,COTE D'OR
21454,21330,NICEY,COTE D'OR
21455,21400,NOD SUR SEINE,COTE D'OR
21456,21500,NOGENT LES MONBARD,COTE D'OR
21457,21390,NOIDAN,COTE D'OR
21458,21910,NOIRON SOUS GEVREY,COTE D'OR
21459,21310,NOIRON SUR BEZE,COTE D'OR
21460,21400,NOIRON SUR SEINE,COTE D'OR
21461,21340,NOLAY,COTE D'OR
21462,21490,NORGES LA VILLE,COTE D'OR
21463,21390,NORMIER,COTE D'OR
21464,21700,NUITS ST GEORGES,COTE D'OR
21465,21400,OBTREE,COTE D'OR
21466,21450,OIGNY,COTE D'OR
21467,21310,OISILLY,COTE D'OR
21468,21610,ORAIN,COTE D'OR
21469,21490,ORGEUX,COTE D'OR
21470,21510,ORIGNY,COTE D'OR
21471,21450,ORRET,COTE D'OR
21472,21260,ORVILLE,COTE D'OR
21473,21600,OUGES,COTE D'OR
21474,21250,PAGNY LA VILLE,COTE D'OR
21475,21250,PAGNY LE CHATEAU,COTE D'OR
21476,21360,PAINBLANC,COTE D'OR
21477,21540,PANGES,COTE D'OR
21478,21370,PASQUES,COTE D'OR
21479,21440,PELLEREY,COTE D'OR
21480,21420,PERNAND VERGELESSE,COTE D'OR
21481,21160,PERRIGNY LES DIJON,COTE D'OR
21482,21270,PERRIGNY SUR L OGNON,COTE D'OR
21483,21120,PICHANGES,COTE D'OR
21484,21500,PLANAY,COTE D'OR
21485,21370,PLOMBIERES LES DIJON,COTE D'OR
21486,21110,PLUVAULT,COTE D'OR
21487,21110,PLUVET,COTE D'OR
21488,21330,POINCON LES LARREY,COTE D'OR
21489,21440,POISEUL LA GRANGE,COTE D'OR
21490,21450,POISEUL LA VILLE ET LAPER,COTE D'OR
21491,21120,POISEUL LES SAULX,COTE D'OR
21492,21630,POMMARD,COTE D'OR
21493,21130,PONCEY LES ATHEE,COTE D'OR
21494,21440,PONCEY SUR L IGNON,COTE D'OR
21495,21130,PONT,COTE D'OR
21496,21270,PONTAILLER SUR SAONE,COTE D'OR
21497,21140,PONT ET MASSENE,COTE D'OR
21498,21350,POSANGES,COTE D'OR
21499,21400,POTHIERES,COTE D'OR
21500,21150,POUILLENAY,COTE D'OR
21501,21320,POUILLY EN AUXOIS,COTE D'OR
21502,21250,POUILLY SUR SAONE,COTE D'OR
21503,21610,POUILLY SUR VINGEANNE,COTE D'OR
21504,21410,PRALON,COTE D'OR
21505,21390,PRECY SOUS THIL,COTE D'OR
21506,21700,PREMEAUX PRISSEY,COTE D'OR
21507,21110,PREMIERES,COTE D'OR
21508,21370,PRENOIS,COTE D'OR
21509,21700,PRISSEY,COTE D'OR
21510,21400,PRUSLY SUR OURCE,COTE D'OR
21511,21400,PUITS,COTE D'OR
21512,21190,PULIGNY MONTRACHET,COTE D'OR
21513,21220,QUEMIGNY POISOT,COTE D'OR
21514,21510,QUEMIGNY SUR SEINE,COTE D'OR
21515,21800,QUETIGNY,COTE D'OR
21516,21500,QUINCEROT,COTE D'OR
21517,21700,QUINCEY,COTE D'OR
21518,21500,QUINCY LE VICOMTE,COTE D'OR
21519,21290,RECEY SUR OURCE,COTE D'OR
21520,21540,REMILLY EN MONTAGNE,COTE D'OR
21521,21560,REMILLY SUR TILLE,COTE D'OR
21522,21310,RENEVE,COTE D'OR
21523,21220,REULLE VERGY,COTE D'OR
21524,21570,RIEL LES EAUX,COTE D'OR
21525,21530,LA ROCHE EN BRENIL,COTE D'OR
21526,21510,ROCHEFORT,COTE D'OR
21527,21340,LA ROCHEPOT,COTE D'OR
21528,21150,LA ROCHE VANNEAU,COTE D'OR
21529,21390,ROILLY,COTE D'OR
21530,21500,ROUGEMONT,COTE D'OR
21531,21530,ROUVRAY,COTE D'OR
21532,21110,ROUVRES EN PLAINE,COTE D'OR
21533,21320,ROUVRES SOUS MEILLY,COTE D'OR
21534,21200,RUFFEY LES BEAUNE,COTE D'OR
21535,21490,RUFFEY LES ECHIREY,COTE D'OR
21536,21260,SACQUENAY,COTE D'OR
21537,21350,SAFFRES,COTE D'OR
21538,21530,ST ANDEUX,COTE D'OR
21539,21540,ST ANTHOT,COTE D'OR
21540,21850,ST APOLLINAIRE,COTE D'OR
21541,21190,ST AUBIN,COTE D'OR
21542,21700,ST BERNARD,COTE D'OR
21543,21290,ST BROING LES MOINES,COTE D'OR
21544,21350,STE COLOMBE,COTE D'OR
21545,21400,STE COLOMBE SUR SEINE,COTE D'OR
21546,21210,ST DIDIER,COTE D'OR
21547,21140,ST EUPHRONE,COTE D'OR
21548,21530,ST GERMAIN DE MODEON,COTE D'OR
21549,21510,ST GERMAIN LE ROCHEUX,COTE D'OR
21550,21500,ST GERMAIN LES SENAILLY,COTE D'OR
21551,21690,ST GERMAIN SOURCE SEINE,COTE D'OR
21552,21690,ST HELIER,COTE D'OR
21553,21410,ST JEAN DE BOEUF,COTE D'OR
21554,21170,ST JEAN DE LOSNE,COTE D'OR
21555,21490,ST JULIEN,COTE D'OR
21556,21270,ST LEGER TRIEY,COTE D'OR
21557,21450,ST MARC SUR SEINE,COTE D'OR
21558,21200,STE MARIE LA BLANCHE,COTE D'OR
21559,21410,STE MARIE SUR OUCHE,COTE D'OR
21560,21210,ST MARTIN DE LA MER,COTE D'OR
21561,21440,ST MARTIN DU MONT,COTE D'OR
21562,21610,ST MAURICE SUR VINGEANN,COTE D'OR
21563,21540,ST MESMIN,COTE D'OR
21564,21700,ST NICOLAS LES CITEAUX,COTE D'OR
21565,21220,ST PHILIBERT,COTE D'OR
21566,21230,ST PIERRE EN VAUX,COTE D'OR
21567,21230,ST PRIX LES ARNAY,COTE D'OR
21568,21500,ST REMY,COTE D'OR
21569,21190,ST ROMAIN,COTE D'OR
21570,21320,STE SABINE,COTE D'OR
21571,21270,ST SAUVEUR,COTE D'OR
21572,21130,ST SEINE EN BACHE,COTE D'OR
21573,21440,ST SEINE L ABBAYE,COTE D'OR
21574,21610,ST SEINE SUR VINGEANNE,COTE D'OR
21575,21170,ST SYMPHORIEN SUR SAONE,COTE D'OR
21576,21350,ST THIBAULT,COTE D'OR
21577,21170,ST USAGE,COTE D'OR
21578,21410,ST VICTOR SUR OUCHE,COTE D'OR
21579,21580,SALIVES,COTE D'OR
21580,21690,SALMAISE,COTE D'OR
21581,21170,SAMEREY,COTE D'OR
21582,21590,SANTENAY,COTE D'OR
21583,21340,SANTOSSE,COTE D'OR
21584,21210,SAULIEU,COTE D'OR
21585,21910,SAULON LA CHAPELLE,COTE D'OR
21586,21910,SAULON LA RUE,COTE D'OR
21587,21120,SAULX LE DUC,COTE D'OR
21588,21360,SAUSSEY,COTE D'OR
21589,21380,SAUSSY,COTE D'OR
21590,21420,SAVIGNY LES BEAUNE,COTE D'OR
21591,21380,SAVIGNY LE SEC,COTE D'OR
21592,21540,SAVIGNY SOUS MALAIN,COTE D'OR
21593,21430,SAVILLY,COTE D'OR
21594,21500,SAVOISY,COTE D'OR
21595,21310,SAVOLLES,COTE D'OR
21596,21910,SAVOUGES,COTE D'OR
21597,21220,SEGROIS,COTE D'OR
21598,21150,SEIGNY,COTE D'OR
21599,21260,SELONGEY,COTE D'OR
21600,21320,SEMAREY,COTE D'OR
21601,21220,SEMEZANGES,COTE D'OR
21602,21450,SEMOND,COTE D'OR
21603,21140,SEMUR EN AUXOIS,COTE D'OR
21604,21500,SENAILLY,COTE D'OR
21605,21800,SENNECEY LES DIJON,COTE D'OR
21606,21550,LADOIX SERRIGNY,COTE D'OR
21607,21250,SEURRE,COTE D'OR
21608,21530,SINCEY LES ROUVRAY,COTE D'OR
21609,21110,SOIRANS,COTE D'OR
21610,21270,SOISSONS SUR NACEY,COTE D'OR
21611,21540,SOMBERNON,COTE D'OR
21612,21140,SOUHEY,COTE D'OR
21613,21350,SOUSSEY SUR BRIONNE,COTE D'OR
21614,21120,SPOY,COTE D'OR
21615,21430,SUSSEY,COTE D'OR
21616,21190,TAILLY,COTE D'OR
21617,21240,TALANT,COTE D'OR
21618,21270,TALMAY,COTE D'OR
21619,21310,TANAY,COTE D'OR
21620,21120,TARSUL,COTE D'OR
21621,21110,TART L ABBAYE,COTE D'OR
21622,21110,TART LE BAS,COTE D'OR
21623,21110,TART LE HAUT,COTE D'OR
21624,21270,TELLECEY,COTE D'OR
21625,21220,TERNANT,COTE D'OR
21626,21290,TERREFONDREE,COTE D'OR
21627,21150,THENISSEY,COTE D'OR
21628,21570,THOIRES,COTE D'OR
21629,21210,THOISY LA BERCHERE,COTE D'OR
21630,21320,THOISY LE DESERT,COTE D'OR
21631,21360,THOMIREY,COTE D'OR
21632,21110,THOREY EN PLAINE,COTE D'OR
21633,21350,THOREY SOUS CHARNY,COTE D'OR
21634,21360,THOREY SUR OUCHE,COTE D'OR
21635,21460,THOSTE,COTE D'OR
21636,21340,THURY,COTE D'OR
21637,21250,TICHEY,COTE D'OR
21638,21120,TIL CHATEL,COTE D'OR
21639,21130,TILLENAY,COTE D'OR
21640,21460,TORCY ET POULIGNY,COTE D'OR
21641,21500,TOUILLON,COTE D'OR
21642,21460,TOUTRY,COTE D'OR
21643,21130,TRECLUN,COTE D'OR
21644,21310,TROCHERES,COTE D'OR
21645,21170,TROUHANS,COTE D'OR
21646,21440,TROUHAUT,COTE D'OR
21647,21250,TRUGNY,COTE D'OR
21648,21540,TURCEY,COTE D'OR
21649,21350,UNCEY LE FRANC,COTE D'OR
21650,21220,URCY,COTE D'OR
21651,21121,VAL SUZON,COTE D'OR
21652,21320,VANDENESSE EN AUXOIS,COTE D'OR
21653,21400,VANNAIRE,COTE D'OR
21654,21380,VANTOUX LES DIJON,COTE D'OR
21655,21400,VANVEY,COTE D'OR
21656,21110,VARANGES,COTE D'OR
21657,21490,VAROIS ET CHAIGNOT,COTE D'OR
21658,21340,VAUCHIGNON,COTE D'OR
21659,21440,VAUX SAULES,COTE D'OR
21660,21360,VEILLY,COTE D'OR
21661,21370,VELARS SUR OUCHE,COTE D'OR
21662,21350,VELOGNY,COTE D'OR
21663,21150,VENAREY LES LAUMES,COTE D'OR
21664,21330,VERDONNET,COTE D'OR
21665,21260,VERNOIS LES VESVRES,COTE D'OR
21666,21120,VERNOT,COTE D'OR
21667,21260,VERONNES,COTE D'OR
21668,21260,VERONNES LES PETITES,COTE D'OR
21669,21540,VERREY SOUS DREE,COTE D'OR
21670,21690,VERREY SOUS SALMAISE,COTE D'OR
21671,21330,VERTAULT,COTE D'OR
21672,21350,VESVRES,COTE D'OR
21673,21360,VEUVEY SUR OUCHE,COTE D'OR
21674,21520,VEUXHAULLES SUR AUBE,COTE D'OR
21675,21430,VIANGES,COTE D'OR
21676,21140,VIC DE CHASSENAY,COTE D'OR
21677,21360,VIC DES PRES,COTE D'OR
21678,21390,VIC SOUS THIL,COTE D'OR
21679,21540,VIEILMOULIN,COTE D'OR
21680,21270,VIELVERGE,COTE D'OR
21681,21460,VIEUX CHATEAU,COTE D'OR
21682,21310,VIEVIGNE,COTE D'OR
21683,21230,VIEVY,COTE D'OR
21684,21200,VIGNOLES,COTE D'OR
21685,21450,VILLAINES EN DUESMOIS,COTE D'OR
21686,21500,VILLAINES LES PREVOTES,COTE D'OR
21687,21210,VILLARGOIX,COTE D'OR
21688,21700,VILLARS FONTAINE,COTE D'OR
21689,21140,VILLARS ET VILLENOTTE,COTE D'OR
21690,21350,VILLEBERNY,COTE D'OR
21691,21700,VILLEBICHOT,COTE D'OR
21692,21120,VILLECOMTE,COTE D'OR
21693,21330,VILLEDIEU,COTE D'OR
21694,21350,VILLEFERRY,COTE D'OR
21695,21450,LA VILLENEUVE LES CONVERS,COTE D'OR
21696,21140,VILLENEUVE SOUS CHARIGNY,COTE D'OR
21697,21610,VILLENEUVE SUR VINGEANNE,COTE D'OR
21698,21700,VILLERS LA FAYE,COTE D'OR
21699,21130,VILLERS LES POTS,COTE D'OR
21700,21400,VILLERS PATRAS,COTE D'OR
21701,21130,VILLERS ROTIN,COTE D'OR
21702,21120,VILLEY SUR TILLE,COTE D'OR
21703,21430,VILLIERS EN MORVAN,COTE D'OR
21704,21400,VILLIERS LE DUC,COTE D'OR
21705,21690,VILLOTTE ST SEINE,COTE D'OR
21706,21400,VILLOTTE SUR OURCE,COTE D'OR
21707,21350,VILLY EN AUXOIS,COTE D'OR
21708,21250,VILLY LE MOUTIER,COTE D'OR
21709,21500,VISERNY,COTE D'OR
21710,21350,VITTEAUX,COTE D'OR
21711,21400,VIX,COTE D'OR
21712,21190,VOLNAY,COTE D'OR
21713,21270,VONGES,COTE D'OR
21714,21700,VOSNE ROMANEE,COTE D'OR
21715,21230,VOUDENAY,COTE D'OR
21716,21640,VOUGEOT,COTE D'OR
21717,21290,VOULAINES LES TEMPLIERS,COTE D'OR
21902,21150,LES LAUMES,COTE D'OR
21903,21410,PONT DE PANY,COTE D'OR
21910,21430,MAUPAS,COTE D'OR
22001,22460,ALLINEUC,COTES D'ARMOR
22002,22400,ANDEL,COTES D'ARMOR
22003,22100,AUCALEUC,COTES D'ARMOR
22004,22140,BEGARD,COTES D'ARMOR
22005,22810,BELLE ISLE EN TERRE,COTES D'ARMOR
22006,22140,BERHET,COTES D'ARMOR
22007,22520,BINIC,COTES D'ARMOR
22008,22100,BOBITAL,COTES D'ARMOR
22009,22320,LE BODEO,COTES D'ARMOR
22010,22110,BONEN,COTES D'ARMOR
22011,22170,BOQUEHO,COTES D'ARMOR
22012,22240,LA BOUILLIE,COTES D'ARMOR
22013,22390,BOURBRIAC,COTES D'ARMOR
22014,22130,BOURSEUL,COTES D'ARMOR
22015,22510,BREHAND,COTES D'ARMOR
22016,22870,ILE DE BREHAT,COTES D'ARMOR
22018,22140,BRELIDY,COTES D'ARMOR
22019,22170,BRINGOLO,COTES D'ARMOR
22020,22250,BROONS,COTES D'ARMOR
22021,22100,BRUSVILY,COTES D'ARMOR
22023,22160,BULAT PESTIVIEN,COTES D'ARMOR
22024,22160,CALANHEL,COTES D'ARMOR
22025,22160,CALLAC,COTES D'ARMOR
22026,22100,CALORGUEN,COTES D'ARMOR
22027,22210,LE CAMBOUT,COTES D'ARMOR
22028,22450,CAMLEZ,COTES D'ARMOR
22029,22480,CANIHUEL,COTES D'ARMOR
22030,22300,CAOUENNEC LANVEZEAC,COTES D'ARMOR
22031,22160,CARNOET,COTES D'ARMOR
22032,22350,CAULNES,COTES D'ARMOR
22033,22530,CAUREL,COTES D'ARMOR
22034,22140,CAVAN,COTES D'ARMOR
22035,22630,LES CHAMPS GERAUX,COTES D'ARMOR
22036,22350,LA CHAPELLE BLANCHE,COTES D'ARMOR
22037,22160,LA CHAPELLE NEUVE,COTES D'ARMOR
22038,22170,CHATELAUDREN,COTES D'ARMOR
22039,22210,LA CHEZE,COTES D'ARMOR
22040,22970,COADOUT,COTES D'ARMOR
22041,22140,COATASCORN,COTES D'ARMOR
22042,22450,COATREVEN,COTES D'ARMOR
22043,22210,COETLOGON,COTES D'ARMOR
22044,22400,COETMIEUX,COTES D'ARMOR
22045,22800,COHINIAC,COTES D'ARMOR
22046,22330,COLLINEE,COTES D'ARMOR
22047,22320,CORLAY,COTES D'ARMOR
22048,22130,CORSEUL,COTES D'ARMOR
22049,22130,CREHEN,COTES D'ARMOR
22050,22100,DINAN,COTES D'ARMOR
22051,22270,DOLO,COTES D'ARMOR
22052,22160,DUAULT,COTES D'ARMOR
22053,22250,EREAC,COTES D'ARMOR
22054,22430,ERQUY,COTES D'ARMOR
22055,22680,ETABLES SUR MER,COTES D'ARMOR
22056,22630,EVRAN,COTES D'ARMOR
22057,22290,LE FAOUET,COTES D'ARMOR
22058,22210,LA FERRIERE,COTES D'ARMOR
22059,22800,LE FOEIL,COTES D'ARMOR
22060,22150,GAUSSON,COTES D'ARMOR
22061,22110,GLOMEL,COTES D'ARMOR
22062,22230,GOMENE,COTES D'ARMOR
22063,22290,GOMMENEC H,COTES D'ARMOR
22064,22570,GOUAREC,COTES D'ARMOR
22065,22290,GOUDELIN,COTES D'ARMOR
22066,22330,LE GOURAY,COTES D'ARMOR
22067,22200,GRACES,COTES D'ARMOR
22068,22460,GRACE UZEL,COTES D'ARMOR
22069,22350,GUENROC,COTES D'ARMOR
22070,22200,GUINGAMP,COTES D'ARMOR
22071,22350,GUITTE,COTES D'ARMOR
22072,22390,GURUNHUEL,COTES D'ARMOR
22073,22320,LA HARMOYE,COTES D'ARMOR
22074,22320,LE HAUT CORLAY,COTES D'ARMOR
22075,22600,HEMONSTOIR,COTES D'ARMOR
22076,22550,HENANBIHEN,COTES D'ARMOR
22077,22400,HENANSAL,COTES D'ARMOR
22078,22450,HENGOAT,COTES D'ARMOR
22079,22150,HENON,COTES D'ARMOR
22080,22150,L HERMITAGE LORGE,COTES D'ARMOR
22081,22120,HILLION,COTES D'ARMOR
22082,22100,LE HINGLE,COTES D'ARMOR
22083,22230,ILLIFAUT,COTES D'ARMOR
22084,22270,JUGON LES LACS,COTES D'ARMOR
22085,22610,KERBORS,COTES D'ARMOR
22086,22500,KERFOT,COTES D'ARMOR
22087,22110,KERGRIST MOELOU,COTES D'ARMOR
22088,22480,KERIEN,COTES D'ARMOR
22090,22450,KERMARIA SULARD,COTES D'ARMOR
22091,22140,KERMOROC H,COTES D'ARMOR
22092,22480,KERPERT,COTES D'ARMOR
22093,22400,LAMBALLE,COTES D'ARMOR
22094,22770,LANCIEUX,COTES D'ARMOR
22095,22140,LANDEBAERON,COTES D'ARMOR
22096,22130,LANDEBIA,COTES D'ARMOR
22097,22980,LA LANDEC,COTES D'ARMOR
22098,22400,LANDEHEN,COTES D'ARMOR
22099,22800,LANFAINS,COTES D'ARMOR
22100,22150,LANGAST,COTES D'ARMOR
22101,22450,LANGOAT,COTES D'ARMOR
22102,22330,LANGOURLA,COTES D'ARMOR
22103,22490,LANGROLAY SUR RANCE,COTES D'ARMOR
22104,22980,LANGUEDIAS,COTES D'ARMOR
22105,22130,LANGUENAN,COTES D'ARMOR
22106,22360,LANGUEUX,COTES D'ARMOR
22107,22570,LANISCAT,COTES D'ARMOR
22108,22290,LANLEFF,COTES D'ARMOR
22109,22580,LANLOUP,COTES D'ARMOR
22110,22300,LANMERIN,COTES D'ARMOR
22111,22610,LANMODEZ,COTES D'ARMOR
22112,22290,LANNEBERT,COTES D'ARMOR
22113,22300,LANNION,COTES D'ARMOR
22114,22250,LANRELAS,COTES D'ARMOR
22115,22480,LANRIVAIN,COTES D'ARMOR
22116,22170,LANRODEC,COTES D'ARMOR
22117,22410,LANTIC,COTES D'ARMOR
22118,22100,LANVALLAY,COTES D'ARMOR
22119,22420,LANVELLEC,COTES D'ARMOR
22120,22300,LANVEZEAC,COTES D'ARMOR
22121,22290,LANVOLLON,COTES D'ARMOR
22122,22230,LAURENAN,COTES D'ARMOR
22123,22100,LEHON,COTES D'ARMOR
22124,22570,LESCOUET GOUAREC,COTES D'ARMOR
22125,22270,LESCOUET JUGON,COTES D'ARMOR
22126,22800,LE LESLAY,COTES D'ARMOR
